Business Name,Category,Email,Town,Region,Council Website,City Slug (for targeting)
Club Sant Esteve Sesrovires Futbol Sala,"T&eacute; com a objectiu, la pr&agrave;ctica, la difusi&oacute; i la formaci&oacute; del futbol-sala. Gestiona l&#39;Escola Esportiva Muncipal de futbol-sala. Entitat promotora de l&#39;esport Femen&iacute; en equip. Fa competici&oacute; Federativa.",fsses@hotmail.com,Sant Esteve Sesrovires,Baix Llobregat,https://www.sesrovires.cat,sant-esteve-sesrovires
Club Vòlei Sant Esteve Sesrovires,"T&eacute; com a objectiu, la pr&agrave;ctica, la difusi&oacute; i la formaci&oacute; del V&ograve;lei. Gestiona l&#39;Escola Esportiva Municipal de V&ograve;lei i organitza activitats de V&ograve;lei Platja durant l&#39;esti. Fa competici&oacute; Federativa.",santestevevolei@gmail.com,Sant Esteve Sesrovires,Baix Llobregat,https://www.sesrovires.cat,sant-esteve-sesrovires
Club de Futbol Sant Esteve Sesrovires,"Club m&eacute;s antic de la poblaci&oacute; que t&eacute; com a objectiu, la pr&agrave;ctica, la difusi&oacute; i la formaci&oacute; en aquest esport. Gestiona l'Escola Esportiva Municipal de Futbol. Fa competici&oacute; Federativa.",pbsescf@gmail.com,Sant Esteve Sesrovires,Baix Llobregat,https://www.sesrovires.cat,sant-esteve-sesrovires
Club de Golf Barcelona,,info@golfdebarcelona.com,Sant Esteve Sesrovires,Baix Llobregat,https://www.sesrovires.cat,sant-esteve-sesrovires
Clínica Veterinària L'Arca,,clinicalarca@gmail.com,Sant Esteve Sesrovires,Baix Llobregat,https://www.sesrovires.cat,sant-esteve-sesrovires
Colla de diables Cadells de Drac,"Entitat difusora de la cultura popular. Colla de foc amb quatre seccions diferenciades: Colla d'adults, colla Infantil, Retumband (grup de percussi&oacute; ) i Retumband Infantil. Van construir les b&egrave;sties de foc locals: El Bitxo (retirat) i la Pregafoc.",cadellsdedrac@gmail.com,Sant Esteve Sesrovires,Baix Llobregat,https://www.sesrovires.cat,sant-esteve-sesrovires
Col·lectiu Jove,"Col&middot;lectiu de joves que actuen en representaci&oacute; de diverses colles i entitats juvenils que tenen com a objectiu, vetllar, proposar i/o organitzar activitats socials i/o l&uacute;diques per als joves sesrovirencs.",col.lectiujove@gmail.com,Sant Esteve Sesrovires,Baix Llobregat,https://www.sesrovires.cat,sant-esteve-sesrovires
"Comajuncosas, S.L.L.",,info@comajuncosas.com,Sant Esteve Sesrovires,Baix Llobregat,https://www.sesrovires.cat,sant-esteve-sesrovires
"Comercial Matesu, S.L.",,matesu@matesu.es,Sant Esteve Sesrovires,Baix Llobregat,https://www.sesrovires.cat,sant-esteve-sesrovires
Coral Sant Esteve,"Entitat coral que recull la llarga tradici&oacute; coral del municipi, hereva del l'antiga Coral Aplo i Orfe&oacute; Sant Esteve. Realitza concerts arreu del pa&iacute;s i ha organitzat estades i concerts a nivell internacional, en especial per Europa i l'Am&egrave;rica Llatina. Habitualment organitza un concert per Nadal i un altre als volts de la Festa Major. Organitza, tamb&eacute;, trobades corals a Sant Esteve",coralsantesteve@hotmail.com,Sant Esteve Sesrovires,Baix Llobregat,https://www.sesrovires.cat,sant-esteve-sesrovires
Cromobel,,cromobel@cromobel.com,Sant Esteve Sesrovires,Baix Llobregat,https://www.sesrovires.cat,sant-esteve-sesrovires
"Decoralum, S.A.",,decoralum@decoralum.es,Sant Esteve Sesrovires,Baix Llobregat,https://www.sesrovires.cat,sant-esteve-sesrovires
Diablos MC Baix Llobregat,"Associaci&oacute; amb fins de promoure i difondre tot el relacionat amb el mon de la motocicleta, i per aconseguir les seves finalitats, organitzen activitats peri&ograve;dicament, conjuntament amb l'ajuntament i les entitats ve&iuml;nals consistents amb xerrades, exposicions de motos, cursets de mec&agrave;nica, etc.",diablosmc.baixllobregat@gmail.com,Sant Esteve Sesrovires,Baix Llobregat,https://www.sesrovires.cat,sant-esteve-sesrovires
Difust,,difust@arsystel.com,Sant Esteve Sesrovires,Baix Llobregat,https://www.sesrovires.cat,sant-esteve-sesrovires
"Distiplas Floors, S.L.",,catalunya@distiplas.com,Sant Esteve Sesrovires,Baix Llobregat,https://www.sesrovires.cat,sant-esteve-sesrovires
"Dosificadores automáticos, S.L.",,dasa@dosico.com,Sant Esteve Sesrovires,Baix Llobregat,https://www.sesrovires.cat,sant-esteve-sesrovires
"Electro Nusa, S.L.L.",,electro-nusa@hotmail.com,Sant Esteve Sesrovires,Baix Llobregat,https://www.sesrovires.cat,sant-esteve-sesrovires
"Embamat EU, S.L.",,marketing@embamat.com,Sant Esteve Sesrovires,Baix Llobregat,https://www.sesrovires.cat,sant-esteve-sesrovires
Erayba Cosmetics S.A.,,erayba@erayba.com,Sant Esteve Sesrovires,Baix Llobregat,https://www.sesrovires.cat,sant-esteve-sesrovires
Escarabellos,"Entitat que ofereix espectacles de circ com malabars, pallassos...",info@escarabellos.com,Sant Esteve Sesrovires,Baix Llobregat,https://www.sesrovires.cat,sant-esteve-sesrovires
Escola Dance tip-toe Studio,,tiptoe.dancestudio4@gmail.com,Sant Esteve Sesrovires,Baix Llobregat,https://www.sesrovires.cat,sant-esteve-sesrovires
Espai de cuina Ochimanikia,,ochimanikia@gmail.com,Sant Esteve Sesrovires,Baix Llobregat,https://www.sesrovires.cat,sant-esteve-sesrovires
Esplai Trapella,"Entitat local que duu a terme, setmanalment, activitats de lleure infantil i juvenil. Organitza col&ograve;nies en el per&iacute;ode estival.",esplaitrapella@gmail.com,Sant Esteve Sesrovires,Baix Llobregat,https://www.sesrovires.cat,sant-esteve-sesrovires
Estanc Papereria Garriga,,estanc.ses@telefonica.net,Sant Esteve Sesrovires,Baix Llobregat,https://www.sesrovires.cat,sant-esteve-sesrovires
Estudi d'art Tinta i Vi,,info@tintaivi.com,Sant Esteve Sesrovires,Baix Llobregat,https://www.sesrovires.cat,sant-esteve-sesrovires
"Euro Trade Flooring, S.L.",,info@eurotradeflooring.com,Sant Esteve Sesrovires,Baix Llobregat,https://www.sesrovires.cat,sant-esteve-sesrovires
"Excelaser, S.L.",,excelaser@soermel-laser.com,Sant Esteve Sesrovires,Baix Llobregat,https://www.sesrovires.cat,sant-esteve-sesrovires
Farmàcia Begoña Marcé del Canto,,fciamarce@gmail.com,Sant Esteve Sesrovires,Baix Llobregat,https://www.sesrovires.cat,sant-esteve-sesrovires
Farmàcia Miquel Rojas Cano,,farmaciarojas@telefonica.net,Sant Esteve Sesrovires,Baix Llobregat,https://www.sesrovires.cat,sant-esteve-sesrovires
"Farrerons Gómez, Francisco",,embalatgesfarrerons@hotmail.com,Sant Esteve Sesrovires,Baix Llobregat,https://www.sesrovires.cat,sant-esteve-sesrovires
Fem Gym de Sant Esteve Sesrovires,,hola@femgym.cat,Sant Esteve Sesrovires,Baix Llobregat,https://www.sesrovires.cat,sant-esteve-sesrovires
Ferreteria Sesrovires,,ferreteriasesrovires@gmail.com,Sant Esteve Sesrovires,Baix Llobregat,https://www.sesrovires.cat,sant-esteve-sesrovires
Fina Moda,,666846650,Sant Esteve Sesrovires,Baix Llobregat,https://www.sesrovires.cat,sant-esteve-sesrovires
Fit textil E.I.,,info@robaamigaei.org,Sant Esteve Sesrovires,Baix Llobregat,https://www.sesrovires.cat,sant-esteve-sesrovires
Floristeria I Jardineria Joan Carles,,floristeriaegea@hotmail.com,Sant Esteve Sesrovires,Baix Llobregat,https://www.sesrovires.cat,sant-esteve-sesrovires
"Folch, S.A.",,info@folch.es,Sant Esteve Sesrovires,Baix Llobregat,https://www.sesrovires.cat,sant-esteve-sesrovires
"Fontana Fasteners, S.A.",,info@fontanafasteners.es,Sant Esteve Sesrovires,Baix Llobregat,https://www.sesrovires.cat,sant-esteve-sesrovires
Fujicaucho S.L.,,contabilidad@gomatec.es,Sant Esteve Sesrovires,Baix Llobregat,https://www.sesrovires.cat,sant-esteve-sesrovires
Fundació Privada Jaume Balmes AZ,,info@balmesinnova.com,Sant Esteve Sesrovires,Baix Llobregat,https://www.sesrovires.cat,sant-esteve-sesrovires
Fundición Cabot S.L.,,cabot@fundicioncabot.com,Sant Esteve Sesrovires,Baix Llobregat,https://www.sesrovires.cat,sant-esteve-sesrovires
Fundición Solanas,,fundisolanas@gmail.com,Sant Esteve Sesrovires,Baix Llobregat,https://www.sesrovires.cat,sant-esteve-sesrovires
"Fustes Güell, S.L.",,info@fustesguell.com,Sant Esteve Sesrovires,Baix Llobregat,https://www.sesrovires.cat,sant-esteve-sesrovires
GIRES,"Entitat espeleol&ograve;gica que ha fet valuoses campanyes en aquest &agrave;mbit i que tamb&eacute; t&eacute; una consolidada secci&oacute; de muntanya. L'activitat del GIRES gira entorn l'espeleogia, el descens de barrancs, l'escalada i el muntanyisme.",giresgrup@hotmail.com,Sant Esteve Sesrovires,Baix Llobregat,https://www.sesrovires.cat,sant-esteve-sesrovires
"García Vilardell, Pedro",,info@ambi-control.com,Sant Esteve Sesrovires,Baix Llobregat,https://www.sesrovires.cat,sant-esteve-sesrovires
"German Construcciones, Excavaciones y Gestión de Residus",,german@germanjr.es,Sant Esteve Sesrovires,Baix Llobregat,https://www.sesrovires.cat,sant-esteve-sesrovires
"Gruas Martorell, S.L.",,gruas.martorell@gmail.com,Sant Esteve Sesrovires,Baix Llobregat,https://www.sesrovires.cat,sant-esteve-sesrovires
Grup Finestres SCP,,info@grupfinestres.com,Sant Esteve Sesrovires,Baix Llobregat,https://www.sesrovires.cat,sant-esteve-sesrovires
Grup d'art Artviu,"Col&middot;lectiu d'artistes locals que organitzen i gestionen l'activitat pl&agrave;stica local com exposicions, trobades...",artviu@sesrovires.info,Sant Esteve Sesrovires,Baix Llobregat,https://www.sesrovires.cat,sant-esteve-sesrovires
Grup de teatre L'Ull de Bou,Grup local de teatre amateur que fa actuacions arreu del Principat.,lulldebou@lulldebou.cat,Sant Esteve Sesrovires,Baix Llobregat,https://www.sesrovires.cat,sant-esteve-sesrovires
Grupo Flamenco Amor al Arte,Col&middot;lectiu el qual vol participar en la vida cultural del poble amb la seva proposta de ball i art esc&egrave;nic arrelada en el flamenc com art visual. L&#39;objectiu &eacute;s continuar ballant i assajant per poder oferir espectacles de qualitat que mostrin la diversitat del flamenc.,flamencoamoralarte@gmail.com,Sant Esteve Sesrovires,Baix Llobregat,https://www.sesrovires.cat,sant-esteve-sesrovires
Grupo Guirado S.L.,,comercial@grupoguirado.com,Sant Esteve Sesrovires,Baix Llobregat,https://www.sesrovires.cat,sant-esteve-sesrovires
"HBPO Automotive Spain, S.L.",,beatriz.gonzalez@hbpogroup.com,Sant Esteve Sesrovires,Baix Llobregat,https://www.sesrovires.cat,sant-esteve-sesrovires
HG assessors,,info@assessorshg.com,Sant Esteve Sesrovires,Baix Llobregat,https://www.sesrovires.cat,sant-esteve-sesrovires
"Handshield Mediterranean, S.L.",,info@hands-shield.com,Sant Esteve Sesrovires,Baix Llobregat,https://www.sesrovires.cat,sant-esteve-sesrovires
"Indoor Padel Ca n'Amat, S.L.",,info@padelcanamat.com,Sant Esteve Sesrovires,Baix Llobregat,https://www.sesrovires.cat,sant-esteve-sesrovires
Industrial Electrolítica Cano S.L.,,inelca@inelca.es,Sant Esteve Sesrovires,Baix Llobregat,https://www.sesrovires.cat,sant-esteve-sesrovires
"Industrias Deu, S.A.",,compras@deu.es,Sant Esteve Sesrovires,Baix Llobregat,https://www.sesrovires.cat,sant-esteve-sesrovires
"Indústries Tecnomalles 2000, S.A.",,tecnomallas@tecnomallas.com,Sant Esteve Sesrovires,Baix Llobregat,https://www.sesrovires.cat,sant-esteve-sesrovires
"Informàtica Activa, SL",,comercial@informatica-activa.es,Sant Esteve Sesrovires,Baix Llobregat,https://www.sesrovires.cat,sant-esteve-sesrovires
Inmoambit 2006 S.L.U.,,info@inmoambit.cat,Sant Esteve Sesrovires,Baix Llobregat,https://www.sesrovires.cat,sant-esteve-sesrovires
Integratma (Doctora Lucía Vera Bernal),,integratma@gmail.com,Sant Esteve Sesrovires,Baix Llobregat,https://www.sesrovires.cat,sant-esteve-sesrovires
Inzaplas S.A.,,inzaplas@gmail.com,Sant Esteve Sesrovires,Baix Llobregat,https://www.sesrovires.cat,sant-esteve-sesrovires
"Itoplas Enginnering, S.L.",,info@itoplas.com,Sant Esteve Sesrovires,Baix Llobregat,https://www.sesrovires.cat,sant-esteve-sesrovires
JUDO Sant Esteve Sesrovires,,judosantestevesesrovires@gmail.com,Sant Esteve Sesrovires,Baix Llobregat,https://www.sesrovires.cat,sant-esteve-sesrovires
Joy Novelty S.L.,,joynovelty@vodafone.es,Sant Esteve Sesrovires,Baix Llobregat,https://www.sesrovires.cat,sant-esteve-sesrovires
Just Packaging,,admin@manipuladosjustpackaging.com,Sant Esteve Sesrovires,Baix Llobregat,https://www.sesrovires.cat,sant-esteve-sesrovires
Kaizen Salud Sesrovires,,sesrovires@kaizensalud.com,Sant Esteve Sesrovires,Baix Llobregat,https://www.sesrovires.cat,sant-esteve-sesrovires
La Barberia de Miguelo,,miguelestelrrich@hotmail.com,Sant Esteve Sesrovires,Baix Llobregat,https://www.sesrovires.cat,sant-esteve-sesrovires
La Botigueta,,acaballer@hotmail.com,Sant Esteve Sesrovires,Baix Llobregat,https://www.sesrovires.cat,sant-esteve-sesrovires
La Llar Ideal,,info@fincasortisor.com,Sant Esteve Sesrovires,Baix Llobregat,https://www.sesrovires.cat,sant-esteve-sesrovires
"Lain Contenedores, S.L.",,contabilidad@laincontenedores.es,Sant Esteve Sesrovires,Baix Llobregat,https://www.sesrovires.cat,sant-esteve-sesrovires
"Laser Automotive Barcelona, S.L.",,info@laserautomotive.com,Sant Esteve Sesrovires,Baix Llobregat,https://www.sesrovires.cat,sant-esteve-sesrovires
"Lider Tempo Development, SLU (Restaurant Ca N' Amat)",,taulacasolana@taulacasolana.es,Sant Esteve Sesrovires,Baix Llobregat,https://www.sesrovires.cat,sant-esteve-sesrovires
Llibreria Sant Esteve,,llibreriasesrovires@outlook.es,Sant Esteve Sesrovires,Baix Llobregat,https://www.sesrovires.cat,sant-esteve-sesrovires
Logtravi S.L.,,logtravi@logtravi.com,Sant Esteve Sesrovires,Baix Llobregat,https://www.sesrovires.cat,sant-esteve-sesrovires
M2 Bobinados Dorfil,,mvictoria-15@hotmail.es,Sant Esteve Sesrovires,Baix Llobregat,https://www.sesrovires.cat,sant-esteve-sesrovires
Mangueras Soma S.L.,,soma@manguerassoma.com,Sant Esteve Sesrovires,Baix Llobregat,https://www.sesrovires.cat,sant-esteve-sesrovires
"Manufactures Isart, S.A.",,isart@logiccontrol.es,Sant Esteve Sesrovires,Baix Llobregat,https://www.sesrovires.cat,sant-esteve-sesrovires
Maquibáñez S.L.,,correo@maquibanez.com,Sant Esteve Sesrovires,Baix Llobregat,https://www.sesrovires.cat,sant-esteve-sesrovires
Mar Mondelo Atelier,,marmondeloatelier@gmail.com,Sant Esteve Sesrovires,Baix Llobregat,https://www.sesrovires.cat,sant-esteve-sesrovires
Marcatex,,marcatex@marcatex.com,Sant Esteve Sesrovires,Baix Llobregat,https://www.sesrovires.cat,sant-esteve-sesrovires
Marta López Bueno (Nationale-Nerdenlanden),,martalopezbueno@gmail.com,Sant Esteve Sesrovires,Baix Llobregat,https://www.sesrovires.cat,sant-esteve-sesrovires
Matizados Haro S.L.,,comercial@matizadosharo.com,Sant Esteve Sesrovires,Baix Llobregat,https://www.sesrovires.cat,sant-esteve-sesrovires
Mecanizados Pemasa S.L.,,pemasasl@hotmail.com,Sant Esteve Sesrovires,Baix Llobregat,https://www.sesrovires.cat,sant-esteve-sesrovires
Melbourne Language Centre - academia de inglés,,info@melbourneenglish.es,Sant Esteve Sesrovires,Baix Llobregat,https://www.sesrovires.cat,sant-esteve-sesrovires
Mobles Sant Esteve,,moblessantesteve@gmail.com,Sant Esteve Sesrovires,Baix Llobregat,https://www.sesrovires.cat,sant-esteve-sesrovires
Mobles de cuine La Fuste S.L.,,lluislafusta@hotmail.com,Sant Esteve Sesrovires,Baix Llobregat,https://www.sesrovires.cat,sant-esteve-sesrovires
"Montajes Abrera, S.A.",,montajes.abrera@montajesabrera.com,Sant Esteve Sesrovires,Baix Llobregat,https://www.sesrovires.cat,sant-esteve-sesrovires
Mudanzas Corase S.L.,,info@mudanzascorase.es,Sant Esteve Sesrovires,Baix Llobregat,https://www.sesrovires.cat,sant-esteve-sesrovires
Mypro Serveis Informàtics,,info@mypro.cat,Sant Esteve Sesrovires,Baix Llobregat,https://www.sesrovires.cat,sant-esteve-sesrovires
Mármoles Sant Esteve,,info@msesteve.es,Sant Esteve Sesrovires,Baix Llobregat,https://www.sesrovires.cat,sant-esteve-sesrovires
Més Que Petjades,,lorenagr.86@gmail.com,Sant Esteve Sesrovires,Baix Llobregat,https://www.sesrovires.cat,sant-esteve-sesrovires
NR Solutions S.C.P.,,info@nrsolutions.net,Sant Esteve Sesrovires,Baix Llobregat,https://www.sesrovires.cat,sant-esteve-sesrovires
Nous Horitzons,,carme.psicoterapia@gmail.com,Sant Esteve Sesrovires,Baix Llobregat,https://www.sesrovires.cat,sant-esteve-sesrovires
Nova Natura,,nurianovanatura@hotmail.com,Sant Esteve Sesrovires,Baix Llobregat,https://www.sesrovires.cat,sant-esteve-sesrovires
"OAK, Restaurant",,oakrestaurante@golfbarcelona.com,Sant Esteve Sesrovires,Baix Llobregat,https://www.sesrovires.cat,sant-esteve-sesrovires
Oficina Tècnica,,info@ofi-tecnica.com,Sant Esteve Sesrovires,Baix Llobregat,https://www.sesrovires.cat,sant-esteve-sesrovires
Oficina de Promoció Econòmica,,promocioaj@sesrovires.cat,Sant Esteve Sesrovires,Baix Llobregat,https://www.sesrovires.cat,sant-esteve-sesrovires
Onduforma S.L.,,www.cartonajesribas.com,Sant Esteve Sesrovires,Baix Llobregat,https://www.sesrovires.cat,sant-esteve-sesrovires
Ondulados Llobregat S.A.,,administracion@cartonajesribas.com,Sant Esteve Sesrovires,Baix Llobregat,https://www.sesrovires.cat,sant-esteve-sesrovires
Osteo DK,,osteodk@gmail.com,Sant Esteve Sesrovires,Baix Llobregat,https://www.sesrovires.cat,sant-esteve-sesrovires
P.J. Canut S.L.,,infopjcanut@gmail.com,Sant Esteve Sesrovires,Baix Llobregat,https://www.sesrovires.cat,sant-esteve-sesrovires
Parditravel,,info@parditravel.com,Sant Esteve Sesrovires,Baix Llobregat,https://www.sesrovires.cat,sant-esteve-sesrovires
Penya Blaugrana de Sant Esteve,Penya Barcelonista local,penyablaugranases@yahoo.es,Sant Esteve Sesrovires,Baix Llobregat,https://www.sesrovires.cat,sant-esteve-sesrovires
Perruqueria Cnblook,,cnblook@gmail.com,Sant Esteve Sesrovires,Baix Llobregat,https://www.sesrovires.cat,sant-esteve-sesrovires
Perruqueria Disseny,,carmenam1@hotmail.com,Sant Esteve Sesrovires,Baix Llobregat,https://www.sesrovires.cat,sant-esteve-sesrovires
Perruqueria Sense Nom,,imsensenom@gmail.com,Sant Esteve Sesrovires,Baix Llobregat,https://www.sesrovires.cat,sant-esteve-sesrovires
Pic i Pala S.A.,,info@picipala.com,Sant Esteve Sesrovires,Baix Llobregat,https://www.sesrovires.cat,sant-esteve-sesrovires
"Prod. Ind. de Sanejament i Manteniment, S.L.",,prismasl@prismasl.com,Sant Esteve Sesrovires,Baix Llobregat,https://www.sesrovires.cat,sant-esteve-sesrovires
"Productes de Cosmètica Professional, S.L.",,info@arual.es,Sant Esteve Sesrovires,Baix Llobregat,https://www.sesrovires.cat,sant-esteve-sesrovires
Proersa Cosmètics S.A.,,info@proersa.com,Sant Esteve Sesrovires,Baix Llobregat,https://www.sesrovires.cat,sant-esteve-sesrovires
"Promotion Digital Talk, S.L.",,mkcomunicacion@servinform.es,Sant Esteve Sesrovires,Baix Llobregat,https://www.sesrovires.cat,sant-esteve-sesrovires
Pura Vida,,carbonelljorbamaite@gmail.com,Sant Esteve Sesrovires,Baix Llobregat,https://www.sesrovires.cat,sant-esteve-sesrovires
RTV10 (Ràdio i Televisió Sant Esteve),,premsaaj@sesrovires.cat,Sant Esteve Sesrovires,Baix Llobregat,https://www.sesrovires.cat,sant-esteve-sesrovires
Ratioform Embalajes S.A.U.,,ratioform@ratioform.es,Sant Esteve Sesrovires,Baix Llobregat,https://www.sesrovires.cat,sant-esteve-sesrovires
